tuple_id_1,tuple_id_2
A937464,A957634
A939622,A957634
A906696,A976298
A922566,A947109
A940411,A993079
A961785,A993079
A969840,A993079
A908404,A992178
A921146,A992178
A974609,A992178
A952123,A961759
A948230,A959577
A906823,A911205
A906823,A913165
A906823,A973819
A906823,A981992
A906823,A990797
A906823,A993422
A906827,A919130
A906857,A927888
A910827,A927888
A919892,A927888
A928829,A973439
A935664,A973439
A938131,A973439
A972813,A973439
A912033,A913727
A961546,A971176
A961546,A995957
A906918,A907922
A923969,A935044
A933557,A958501
A944302,A958501
A950270,A958501
A906990,A927065
A921084,A927065
A912648,A967237
A912886,A975520
A921172,A975520
A922424,A975520
A953614,A975520
A962601,A975520
A907035,A990784
A908848,A990784
A920172,A990784
A922468,A990784
A937605,A990784
A938724,A990784
A941021,A990784
A943471,A990784
A972230,A990784
A989295,A990784
A974315,A994211
A984893,A996201
A907060,A930681
A907064,A990663
A914056,A990663
A916438,A990663
A919723,A990663
A934845,A990663
A947179,A990663
A950887,A990663
A953214,A990663
A954267,A990663
A907068,A923062
A907068,A925370
A907068,A925862
A907068,A941539
A907068,A983414
A920486,A978627
A931907,A987785
A959340,A978627
A913229,A984581
A907168,A919383
A907168,A971429
A907168,A979366
A940789,A982515
A918640,A956859
A925373,A956859
A954219,A956859
A907260,A948753
A914072,A954704
A929694,A954704
A941220,A942473
A909293,A947880
A940836,A992183
A978914,A992183
A928534,A955104
A946651,A955104
A923574,A987650
A938591,A987650
A941136,A987650
A952615,A987650
A981135,A987650
A927348,A984352
A938720,A984352
A979493,A984352
A980034,A984352
A907368,A924473
A907368,A958200
A907368,A961427
A907368,A968126
A907368,A984914
A907368,A994631
A907368,A998637
A938839,A970201
A964030,A970201
A907394,A919548
A907410,A951091
A907410,A969555
A907410,A974748
A956449,A968855
A966009,A968855
A923658,A945866
A923770,A945866
A975559,A976984
A975559,A990440
A907554,A938159
A928259,A938159
A951568,A964996
A907555,A909755
A937366,A950671
A941935,A950671
A926075,A951041
A919828,A950958
A946405,A950958
A924058,A928824
A988379,A989781
A988379,A993231
A908129,A971796
A956070,A971796
A966971,A971796
A951822,A968369
A960088,A968369
A907645,A958358
A907663,A927426
A907673,A915989
A907673,A926435
A907673,A977536
A907732,A914264
A907732,A977066
A953151,A970727
A953151,A993224
A940615,A978536
A933000,A951534
A908652,A931144
A908652,A950079
A908652,A955162
A942507,A950079
A942507,A955162
A944968,A963391
A958500,A963391
A907806,A958149
A916106,A958149
A918566,A958149
A923889,A958149
A927308,A958149
A907870,A916638
A907870,A939936
A907870,A953310
A907870,A979415
A907870,A992050
A915250,A953726
A908417,A981166
A941211,A981166
A921230,A930869
A930839,A930869
A954190,A957105
A907984,A957470
A931243,A949718
A911197,A926977
A923828,A978498
A929877,A978498
A937448,A978498
A907991,A915888
A913046,A915888
A950228,A993606
A990713,A993606
A914507,A981231
A940121,A981231
A908043,A959411
A908049,A925105
A940791,A986200
A979860,A984737
A952826,A964987
A908110,A927903
A908110,A946743
A908110,A959985
A908110,A989593
A908110,A995787
A908110,A997388
A920986,A929720
A908122,A935041
A908124,A909814
A908124,A951855
A908124,A963084
A908132,A921230
A908132,A930839
A908132,A952890
A908191,A915967
A908217,A928196
A908217,A936491
A908219,A967030
A925657,A967030
A908295,A980446
A920519,A980446
A957384,A980446
A908340,A914820
A908340,A949861
A908340,A995649
A908351,A964779
A928766,A964779
A953150,A964779
A925840,A945989
A927247,A945989
A945248,A945989
A924347,A995904
A924437,A995260
A944569,A995260
A931552,A935965
A915679,A988326
A933715,A988326
A961189,A988326
A979985,A988326
A982953,A988326
A908465,A953031
A911704,A953031
A935450,A953031
A936179,A953031
A952595,A953031
A908467,A963120
A962739,A991238
A987786,A991238
A908484,A983990
A924096,A983990
A936586,A983990
A908523,A961159
A928458,A961159
A957618,A961159
A908550,A953277
A908550,A974977
A908550,A990511
A908550,A996122
A973502,A974977
A973502,A990511
A973502,A996122
A923540,A935628
A935564,A935628
A909994,A948820
A926913,A948820
A929267,A948820
A908582,A967197
A936616,A943765
A917911,A921829
A945316,A982710
A908635,A993919
A953015,A993919
A939443,A949305
A908667,A951995
A909569,A951995
A908674,A955864
A908674,A978637
A909154,A951278
A914201,A951278
A908701,A924823
A932149,A983157
A932775,A983157
A948246,A983157
A915282,A931796
A918037,A990327
A919143,A990327
A914154,A923995
A908794,A992370
A966486,A992370
A985324,A992370
A908825,A916049
A908825,A919626
A908825,A985650
A908830,A915683
A969634,A994490
A908909,A958991
A922590,A951097
A908929,A914332
A917998,A938640
A931139,A938640
A935895,A938640
A908946,A994157
A920220,A994157
A925675,A994157
A972376,A994157
A984054,A994157
A927772,A951114
A927772,A959391
A915883,A928338
A961494,A971490
A908977,A926713
A908977,A991998
A908982,A948065
A950249,A991022
A958110,A991022
A958349,A991022
A912121,A941201
A927368,A941201
A931557,A941201
A909020,A977671
A909032,A923105
A933530,A964848
A934837,A964848
A935949,A964848
A909090,A996422
A970961,A996422
A929708,A975763
A930865,A975763
A941419,A975763
A909098,A998909
A909186,A915140
A909186,A926590
A909186,A941471
A926346,A931194
A909190,A962234
A909190,A983419
A909190,A988211
A923062,A957093
A925370,A957093
A925862,A957093
A941539,A957093
A909207,A991106
A920357,A965436
A921920,A965436
A924818,A965436
A937133,A965436
A943059,A965436
A954007,A965436
A909223,A945100
A914445,A945100
A920253,A945100
A910083,A923330
A920147,A933681
A909275,A926512
A914130,A961663
A942768,A961663
A948399,A961663
A942645,A954255
A909335,A947641
A909335,A986448
A930170,A976147
A930170,A997001
A946057,A976147
A946057,A997001
A958274,A976147
A958274,A997001
A909448,A930252
A909470,A993013
A924937,A993013
A926695,A993013
A928959,A993013
A909481,A997346
A912814,A936362
A919718,A930216
A929159,A930216
A933287,A987381
A909688,A946101
A925147,A946101
A941789,A946101
A997947,A998794
A909561,A953487
A910791,A915258
A909626,A918642
A911282,A918642
A943969,A978706
A909660,A910518
A909690,A912707
A909690,A946290
A909714,A954294
A911161,A954294
A925155,A954294
A909769,A932049
A909769,A971750
A909851,A931274
A909851,A964743
A909851,A990738
A909863,A959135
A909868,A938744
A909868,A945166
A912588,A958702
A914554,A958702
A921818,A958702
A927915,A949825
A938021,A949825
A909944,A917664
A922667,A944704
A924667,A944704
A926411,A930421
A929225,A944704
A910032,A913850
A910032,A943653
A910032,A945269
A910032,A945734
A910032,A947763
A910032,A957571
A910032,A996849
A910044,A975385
A910058,A998562
A910064,A925462
A910064,A969258
A947394,A996461
A960399,A996461
A925964,A985365
A971203,A993126
A924063,A962796
A915346,A976960
A932748,A976960
A910126,A926444
A910175,A933240
A963401,A977057
A973410,A981499
A958627,A971967
A910317,A937217
A941552,A980973
A944808,A980973
A910325,A914520
A910325,A921213
A910325,A934650
A910325,A947010
A910325,A959506
A910325,A961690
A910325,A981213
A957274,A959506
A957274,A961690
A957274,A981213
A910326,A970222
A931946,A937216
A936507,A937216
A943218,A990421
A943542,A990421
A953908,A990421
A910417,A968704
A912585,A968704
A962842,A968704
A965966,A968704
A910422,A912958
A910422,A951501
A910447,A914981
A915372,A957228
A910486,A959215
A913671,A917900
A913671,A926992
A919244,A926992
A922784,A940539
A910539,A950078
A939876,A950078
A910545,A940250
A940021,A940250
A910558,A972343
A933388,A972343
A939673,A972343
A950055,A972343
A944025,A954115
A946612,A954115
A948242,A954115
A931535,A932188
A927227,A963582
A951242,A963582
A910603,A911740
A910608,A990428
A943401,A990428
A954080,A990428
A979210,A990428
A993472,A995177
A953318,A975104
A910781,A944614
A910785,A947369
A910785,A982674
A910893,A961958
A929295,A961958
A934745,A961958
A958031,A961958
A924197,A970905
A911055,A918973
A911055,A937076
A911055,A937617
A911055,A966630
A911055,A983942
A911055,A991454
A911057,A965217
A939439,A965217
A922695,A926343
A911151,A974076
A911253,A936594
A976550,A985811
A932269,A995711
A911309,A955625
A911309,A958895
A911309,A977637
A923622,A933249
A911377,A975328
A911428,A949629
A941533,A949629
A942851,A949629
A935444,A993021
A911484,A970312
A911517,A965644
A923515,A960239
A929525,A960239
A933459,A935958
A911600,A917579
A911600,A942172
A911616,A996013
A931633,A996013
A944769,A996013
A948267,A996013
A950591,A996013
A911654,A945096
A911654,A954292
A911654,A965784
A926438,A954066
A911705,A975142
A911825,A965609
A912912,A965609
A930964,A965609
A911871,A939065
A913173,A939065
A926307,A939065
A916346,A937141
A918342,A937141
A911892,A915786
A911892,A921142
A911892,A956828
A911892,A974465
A911892,A991039
A911933,A978508
A917211,A978508
A939564,A978508
A911939,A932231
A932132,A932231
A919486,A944066
A930178,A953041
A947222,A953041
A912020,A952464
A912020,A995920
A912063,A929459
A912063,A969460
A912063,A994106
A920160,A928670
A920160,A940961
A912069,A931530
A912069,A931577
A912069,A988217
A940189,A944868
A912145,A972923
A920540,A972923
A912157,A981857
A912157,A991802
A926115,A933735
A926115,A979438
A926115,A993085
A972520,A978515
A912202,A947104
A912202,A971748
A915069,A947104
A915069,A971748
A936844,A947104
A936844,A971748
A933138,A980464
A940652,A980464
A976406,A980464
A917088,A939395
A917088,A944168
A913145,A975861
A912315,A913107
A912315,A936935
A912315,A947452
A912315,A952373
A912315,A984286
A912315,A986841
A954612,A960459
A912354,A934354
A920964,A954857
A949078,A954857
A912408,A982769
A914527,A982769
A918476,A982769
A939066,A982769
A943963,A982769
A955341,A982769
A920638,A921650
A930474,A961397
A912451,A913427
A917114,A956152
A953995,A956152
A912488,A994074
A944593,A994074
A983093,A994074
A912558,A937963
A912595,A981564
A933936,A981564
A953593,A981564
A968375,A981564
A921291,A950840
A930301,A950840
A944545,A950840
A946957,A950840
A912711,A935909
A912711,A952394
A912711,A977782
A912711,A981152
A912711,A990197
A964562,A967465
A912840,A925064
A930841,A953994
A964884,A981137
A921811,A945509
A913087,A971656
A926831,A976797
A913073,A946288
A913073,A956309
A913074,A944007
A931082,A944007
A913115,A950543
A947148,A986711
A917822,A934466
A913220,A922072
A913220,A948122
A913220,A959939
A913305,A935992
A931217,A935992
A972629,A992118
A913350,A961784
A913350,A993308
A913412,A932991
A914146,A914198
A931323,A964331
A944591,A964331
A983074,A993227
A913478,A914029
A913478,A929043
A913478,A968353
A913478,A969120
A928753,A971029
A928867,A971029
A952316,A971029
A966542,A971029
A913484,A998368
A932221,A998368
A993675,A998368
A954324,A964349
A913584,A930611
A913584,A985058
A937232,A985058
A913679,A931527
A913679,A959573
A913679,A962445
A913686,A918245
A913693,A919264
A913693,A948751
A913759,A935617
A966310,A989804
A973080,A989804
A913917,A918863
A913917,A990485
A913947,A968523
A927305,A968523
A932390,A968523
A913965,A968105
A947357,A968105
A965455,A967971
A936413,A965507
A914012,A973348
A958671,A973348
A914069,A970048
A914096,A966972
A981743,A991619
A914104,A933331
A914143,A982763
A943262,A982763
A972743,A982763
A914267,A976982
A914336,A977668
A914348,A915914
A914348,A943809
A914348,A957271
A914348,A970861
A916572,A926095
A983013,A997142
A914703,A926165
A916908,A926165
A923245,A926165
A926081,A926165
A914469,A935767
A914478,A914917
A924890,A951121
A942983,A951121
A925958,A957018
A914526,A939008
A949155,A965758
A960085,A965758
A914625,A952304
A914656,A937352
A914672,A987105
A959846,A987105
A914687,A980813
A937676,A980813
A949828,A980813
A955902,A980813
A914711,A962611
A914711,A981690
A914711,A982781
A914726,A978440
A920772,A978440
A921657,A978440
A974758,A978440
A914824,A987268
A954617,A988798
A965224,A988798
A974392,A988798
A985607,A988798
A985664,A988798
A914839,A928717
A914839,A947887
A914839,A953774
A914844,A922453
A917319,A922453
A920112,A922453
A914862,A938620
A914887,A948094
A917059,A948094
A928777,A948094
A915370,A943383
A938536,A943383
A923203,A987156
A931098,A987156
A934230,A987156
A940326,A987156
A940439,A987156
A942339,A987156
A965166,A987156
A914963,A959711
A949563,A959711
A914995,A951635
A914995,A973211
A956431,A995899
A915045,A931908
A915045,A982289
A915057,A957652
A915061,A988030
A940769,A988030
A944501,A988030
A963859,A988030
A915120,A943237
A942365,A943237
A939292,A950497
A915221,A952935
A916396,A952935
A943197,A952935
A970490,A977513
A915337,A918086
A915337,A932737
A915337,A959365
A915337,A977986
A915349,A940380
A915349,A953616
A915358,A978222
A924390,A978222
A957108,A978222
A968313,A978222
A915379,A966864
A936122,A966864
A944870,A947827
A915420,A921497
A915420,A933110
A915420,A948539
A915420,A949235
A915420,A977931
A915420,A989682
A915456,A952931
A915544,A934363
A933524,A934363
A915556,A952609
A928364,A947366
A928364,A948426
A928364,A969443
A928364,A970049
A918362,A949374
A915672,A923796
A915672,A926692
A915672,A928030
A915672,A954698
A915672,A960491
A915672,A982818
A915714,A985247
A915748,A920134
A915748,A990341
A915748,A996630
A934596,A945814
A939020,A945814
A941260,A945814
A915859,A964986
A915884,A920804
A946498,A995410
A915918,A968201
A915940,A917965
A915940,A953250
A915940,A986089
A915968,A992675
A916003,A991985
A916090,A928069
A919985,A928069
A916146,A939124
A916155,A954315
A916167,A934964
A916167,A944548
A916167,A957906
A916179,A922904
A935483,A971740
A949842,A971740
A951038,A971740
A969783,A971740
A970576,A971740
A916211,A933078
A932947,A977283
A949461,A977283
A916281,A971659
A944888,A971659
A949141,A971659
A960672,A971659
A968798,A990355
A916332,A990815
A963698,A990815
A975681,A990815
A916375,A962383
A925769,A962383
A916436,A931237
A916484,A923400
A916484,A935386
A916484,A956371
A929775,A930708
A916546,A927223
A916559,A964919
A916577,A925670
A955762,A957412
A955762,A981797
A916609,A933571
A916609,A963215
A916609,A981938
A916609,A984302
A916609,A993627
A916625,A973895
A940134,A966821
A916763,A925625
A916875,A960797
A935156,A960797
A958607,A960797
A916946,A973904
A955634,A973904
A916950,A925992
A954879,A989771
A966052,A989771
A916977,A965482
A916986,A932194
A916986,A937026
A930515,A932194
A930515,A937026
A917009,A993445
A961807,A993445
A962395,A993445
A966591,A993445
A968602,A993445
A971703,A993445
A917057,A920448
A917057,A939697
A917057,A940815
A917057,A950329
A917057,A980948
A917140,A953245
A917157,A961269
A917162,A945155
A917162,A949591
A917162,A969584
A917162,A976631
A917162,A983773
A917162,A992929
A917162,A993548
A917188,A924068
A917188,A929393
A917188,A929625
A917188,A996646
A943616,A988704
A917292,A934277
A917292,A935707
A917292,A954652
A917292,A958668
A917292,A959997
A917292,A964093
A917292,A985367
A917299,A936420
A917299,A989352
A917299,A998569
A951129,A975778
A956877,A975778
A970922,A974347
A917366,A965842
A917470,A930744
A917470,A969987
A917470,A976977
A917473,A968824
A951839,A968824
A917491,A941184
A917492,A936859
A917602,A938758
A933908,A976646
A936162,A976646
A917647,A931371
A917772,A970164
A941287,A987327
A946877,A987327
A968186,A987327
A917837,A951122
A917837,A951717
A917857,A951093
A917905,A961572
A938516,A961572
A959226,A961572
A938105,A949143
A917915,A946238
A918072,A962332
A918148,A969387
A918148,A983826
A918211,A932570
A918211,A934222
A918211,A976774
A935088,A984116
A918275,A972480
A918275,A986633
A918275,A994127
A918313,A957863
A918313,A997243
A918365,A945878
A918365,A951703
A918365,A953630
A918365,A984589
A918365,A989227
A918365,A994574
A935751,A987683
A974876,A987683
A920939,A957074
A931335,A957074
A918492,A962753
A922462,A962753
A928522,A966667
A918561,A970399
A936173,A970399
A918830,A979332
A952924,A979332
A918868,A926976
A918986,A979396
A924395,A979396
A977448,A988464
A918999,A958602
A919003,A967665
A919018,A972134
A927830,A972134
A958097,A980672
A966423,A980672
A919125,A966926
A919125,A976474
A919141,A967122
A931649,A967122
A924577,A946810
A919161,A930330
A919161,A932325
A919161,A972497
A919206,A925110
A919215,A947786
A919325,A988437
A920918,A988437
A967426,A988437
A919335,A946362
A920101,A946362
A919355,A987945
A919357,A965849
A944969,A983882
A958383,A983882
A971978,A983882
A945396,A956693
A945396,A980859
A927864,A971655
A919464,A983094
A919503,A968255
A919638,A955037
A919638,A984542
A919674,A982171
A980057,A982171
A919790,A951261
A919862,A957188
A948872,A957188
A919991,A958243
A919991,A998124
A977289,A988403
A920128,A946138
A920128,A959994
A920128,A977682
A957479,A973056
A969787,A973056
A939113,A998744
A955922,A998744
A972341,A998744
A982962,A998744
A969190,A994282
A920179,A985969
A940137,A985969
A960308,A985969
A928242,A959911
A922531,A952708
A932952,A952708
A920397,A968697
A938513,A968697
A987439,A988415
A920435,A941060
A920503,A983179
A922990,A983179
A920523,A988098
A927119,A988098
A920573,A996468
A921462,A996468
A931826,A996468
A934907,A996468
A961209,A996468
A961519,A996468
A969771,A996468
A920596,A933689
A920676,A943739
A937243,A943739
A920754,A963049
A941407,A942984
A941407,A991778
A920762,A948133
A920788,A938938
A920788,A991948
A943889,A996617
A951270,A996617
A979993,A996617
A927906,A931222
A920867,A935634
A920867,A997696
A920871,A950102
A920871,A951370
A920932,A931568
A920932,A970007
A921064,A931844
A921065,A942758
A921065,A976694
A921092,A936379
A921133,A943880
A921133,A951827
A921208,A992611
A921281,A961173
A921281,A986689
A931856,A992038
A964939,A980377
A921618,A984984
A921688,A962114
A921688,A980901
A921688,A993137
A967803,A989505
A921785,A980368
A921797,A994832
A928951,A994832
A939204,A994832
A921839,A962177
A921839,A974313
A951977,A976000
A951977,A985346
A933962,A998231
A938939,A998231
A941706,A998231
A946766,A998231
A987687,A998231
A921937,A926889
A921937,A952481
A921937,A984616
A921937,A989233
A921977,A987366
A921977,A997217
A955732,A987366
A955732,A997217
A938249,A997318
A922124,A987171
A922171,A936744
A922171,A981625
A922176,A935171
A922246,A952357
A922289,A922499
A922289,A946769
A922289,A949682
A922289,A980095
A922310,A987080
A972422,A994355
A922562,A998213
A922607,A925667
A922613,A975545
A922673,A927586
A922745,A939324
A922755,A960887
A922755,A981892
A922797,A983600
A922798,A947223
A922857,A954592
A925552,A954592
A929651,A954592
A922930,A952938
A922933,A937658
A922933,A996579
A922955,A940266
A989818,A993458
A923104,A956553
A923117,A972579
A923117,A975510
A923663,A974746
A940200,A974746
A923158,A938898
A923158,A943849
A923247,A964475
A923247,A966320
A923247,A980587
A923261,A940618
A923262,A976664
A923262,A988086
A955558,A997924
A964018,A997924
A923359,A935620
A923359,A945289
A923359,A970631
A923359,A971726
A923359,A986002
A958374,A960017
A923498,A934167
A957430,A981742
A973513,A983282
A967223,A976554
A923591,A945554
A923734,A978152
A923999,A966492
A933822,A966492
A936390,A966492
A924028,A937012
A924028,A998268
A924049,A974260
A924049,A994921
A924082,A944589
A924082,A960139
A924082,A987440
A953816,A995225
A988573,A995225
A940215,A967447
A941290,A967447
A924140,A939857
A924140,A962381
A924261,A941765
A924261,A944102
A924311,A978004
A933659,A978004
A956298,A978004
A966446,A978004
A966785,A978004
A924695,A935498
A930134,A984160
A924920,A947542
A924920,A950765
A924920,A957243
A924920,A967929
A924920,A973246
A924920,A983867
A924920,A990972
A925091,A948092
A925216,A949617
A925216,A983498
A955135,A998640
A987364,A998640
A925265,A953603
A925265,A961564
A925265,A966265
A925265,A995382
A925299,A929530
A925299,A996105
A925299,A998257
A957031,A969881
A929881,A980800
A925352,A943825
A925352,A955346
A925352,A962942
A925352,A982140
A928015,A943825
A928015,A955346
A928015,A962942
A928015,A982140
A925404,A929550
A927425,A929550
A925406,A971283
A925424,A979656
A961773,A998018
A925425,A982867
A927064,A982867
A932101,A982867
A967958,A982867
A971085,A982867
A925638,A963515
A925638,A995067
A958380,A968568
A925807,A992939
A925827,A974162
A925827,A985170
A925907,A942331
A925907,A951755
A926001,A949343
A926065,A964652
A961872,A964652
A926242,A936177
A926242,A978107
A926242,A981279
A926277,A972607
A926313,A949236
A926418,A992669
A926444,A967592
A926492,A937940
A926594,A985721
A965767,A985721
A926606,A963886
A926606,A967913
A926607,A976558
A931521,A976558
A956276,A976558
A926730,A982533
A926816,A956295
A926816,A970115
A926816,A975092
A927081,A989598
A927081,A993091
A927084,A996375
A927136,A937066
A927136,A937412
A927136,A944884
A927136,A966586
A927136,A972450
A936132,A982741
A937199,A960634
A940336,A968349
A927239,A940469
A927239,A986021
A927259,A987065
A927418,A978328
A927471,A955066
A927482,A942142
A983568,A993031
A964740,A974100
A927641,A932833
A927641,A957904
A927688,A954480
A927690,A929603
A927690,A958725
A927690,A961257
A927802,A997290
A928116,A967985
A928116,A979733
A928133,A980765
A928241,A966889
A928241,A993774
A928321,A963556
A928334,A939694
A928334,A947318
A984732,A990111
A928444,A954467
A940696,A945806
A942034,A945806
A928702,A985260
A928872,A985563
A928946,A935329
A929077,A959568
A929121,A944645
A929166,A970865
A929183,A979384
A929183,A996215
A929183,A997473
A929264,A991625
A958340,A991625
A972148,A991625
A972151,A991625
A943391,A971486
A943391,A978910
A929426,A988022
A964192,A964712
A964192,A987767
A964192,A987900
A929483,A946793
A929483,A963860
A929531,A981768
A929667,A930498
A929667,A985933
A929709,A960677
A929743,A944695
A932504,A991605
A938600,A951567
A929902,A989934
A929902,A992756
A929935,A945380
A929935,A948890
A929935,A967147
A929935,A994758
